Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank
0,"X Huang, R Yu, J Kang, Y Zhang",Distributed Reputation Management for Secure and Efficient Vehicular Edge Computing and Networks,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8094861/,,103
0,"Y Teranishi, T Kimata, H Yamanaka…",Dynamic Data Flow Processing in Edge Computing Environments,2017,"… ), 2017 IEEE 41st …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8029720/,,206
1,"Y Ai, M Peng, K Zhang",Edge cloud computing technologies for internet of things: A primer,2017,Digital Communications and Networks,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352864817301335,"https://scholar.google.com/scholar?cites=4473087066926327190&as_sdt=2005&sciodt=0,5&hl=en&num=20",60
0,"A Albanese, PS Crosta, C Meani, P Paglierani",GPU-accelerated Video Transcoding Unit for Multi-access Edge Computing Scenarios,2017,ICN 2017,academia.edu,http://www.academia.edu/download/52796922/icn_2017_full.pdf#page=155,,125
0,"L Turlapati, N Hinds, D Nair…",Edge Computing and Contextual Information for the Internet of Things Sensors,2017,… with the ASME …,… .asmedigitalcollection.asme.org,http://proceedings.asmedigitalcollection.asme.org/proceeding.aspx?articleid=2660998,,114
0,"T Higashino, H Yamaguchi, A Hiromori…",Edge Computing and IoT Based Research for Building Safe Smart Cities Resistant to Disasters,2017,"… (ICDCS), 2017 IEEE …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7980110/,,122
0,G Klas,Edge Computing and the Role of Cellular Networks,2017,Computer,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8057325/,,185
0,"X Wu, R Dunne, Q Zhang, W Shi",Edge Computing Enabled Smart Firefighting: Opportunities and Challenges,2017,,cs.wayne.edu,http://www.cs.wayne.edu/~weisong/papers/wu17-FAST.pdf,,105
0,T Higashino,Edge Computing for Cooperative Real-Time Controls Using Geospatial Big Data,2017,Smart Sensors and Systems,Springer,http://link.springer.com/chapter/10.1007/978-3-319-33201-7_16,,170
1,"K Bilal, A Erbad",Edge computing for interactive media and video streaming,2017,Fog and Mobile Edge Computing (FMEC) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7946410/,"https://scholar.google.com/scholar?cites=8378882504897343143&as_sdt=2005&sciodt=0,5&hl=en&num=20",174
1,M Satyanarayanan,Edge computing for situational awareness,2017,Local and Metropolitan Area Networks …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7972129/,"https://scholar.google.com/scholar?cites=982180671500804600&as_sdt=2005&sciodt=0,5&hl=en&num=20",58
0,"C Long, Y Cao, T Jiang, Q Zhang",Edge Computing Framework for Cooperative Video Processing in Multimedia IoT Systems,2017,IEEE Transactions on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8070982/,,132
0,"C Dupont, R Giaffreda, L Capra",Edge computing in IoT context: Horizontal and vertical Linux container migration,2017,Global Internet of Things …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8016218/,,150
0,"S Banerjee, N Klingensmith, P Liu, A Sridhar",Edge Computing in the Extreme for Sustainability,2017,International Conference on …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-67235-9_8,,172
0,"KD Kang, DS Menasche, G Küçük, T Zhu, P Yi",Edge computing in the Internet of Things,2017,,journals.sagepub.com,http://journals.sagepub.com/doi/full/10.1177/1550147717732446,,81
0,"M Patel, A Pandya",Edge Computing: Design a Framework for Monitoring Performance between Datacenters and Devices of Edge Networks,2017,,academicscience.co.in,http://academicscience.co.in/admin/resources/project/paper/f201706141497428554.pdf,,146
0,"GA Carella, M Pauls, T Magedanz…",Prototyping nfv-based multi-access edge computing in 5G ready networks with open baton,2017,"… (NetSoft), 2017 IEEE …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8004237/,,187
0,"C Sonmez, A Ozgovde, C Ersoy",EdgeCloudSim: An environment for performance evaluation of Edge Computing systems,2017,… and Mobile Edge Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7946405/,,90
0,"A Ahmed, G Pierre",Efficient Container Deployment in Edge Computing Platforms,2017,RESCOM 2017,researchgate.net,https://www.researchgate.net/profile/S_Secci/publication/318283090_RESCOM_2017_Summer_school/links/5981a515a6fdccb310051262/RESCOM-2017-Summer-school.pdf#page=5,,156
0,"J Wang, J Pan, F Esposito",Elastic Urban Video Surveillance System Using Edge Computing,2017,,researchgate.net,https://www.researchgate.net/profile/Jianli_Pan/publication/320209510_Elastic_urban_video_surveillance_system_using_edge_computing/links/59f7afa50f7e9b553ebeeac5/Elastic-urban-video-surveillance-system-using-edge-computing.pdf,,144
0,"X Zhang, Q Zhu",Spectrum efficiency maximization using primal-dual adaptive algorithm for distributed mobile devices caching over edge computing networks,2017,"… Sciences and Systems (CISS), 2017 51st …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7926125/,,203
0,"L Baresi, DF Mendonça, M Garriga",Empowering Low-Latency Applications Through a Serverless Edge Computing Architecture,2017,European Conference on Service …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-67262-5_15,,112
0,"R Vilalta, I Popescu, A Mayoral, X Cao…",End-to-end SDN/NFV orchestration of video analytics using edge and cloud computing over programmable optical networks,2017,… and Exhibition (OFC …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7937441/,,211
0,"BH Song, B Lee, KT Kim…",Enhanced query processing using weighted predicate tree in edge computing environment,2017,… for Communications and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8088597/,,184
0,"Y Huang, X Song, F Ye, Y Yang…",Fair Caching Algorithms for Peer Data Sharing in Pervasive Edge Computing Environments,2017,"… Systems (ICDCS), 2017 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7980004/,,173
0,"H Al-Zubaidy, J Gross, S Schiessl…",Finite Length Coding in Edge Computing Scenarios,2017,WSA 2017; 21th …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7956002/,,180
0,"J Pan, J McElhannon",Future Edge Cloud and Edge Computing for Internet of Things Applications,2017,IEEE Internet of Things Journal,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8089336/,,93
0,"A Gosain, I Seskar",GENI wireless testbed: An open edge ecosystem for ubiquitous computing applications,2017,Pervasive Computing and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7917520/,,83
0,"X Gong, L Guo, Z Ning",Green Virtual Network Embedding for Collaborative Edge Computing in Environment-Friendly Optical-Wireless Networks,2017,… of the 26th International Conference on World …,dl.acm.org,http://dl.acm.org/citation.cfm?id=3054768,,141
0,"H Wang, J Gong, Y Zhuang, H Shen…",Healthedge: Task Scheduling for Edge Computing with Health Emergency and Human Behavior Consideration in Smart Homes,2017,"… , and Storage (NAS) …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8026861/,,136
0,"J Dick, C Phillips, SH Mortazavi, E de Lara",High Speed Object Tracking Using Edge Computing,2017,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/01ff/d0a9191793d6e3a2e895c463551acce877e0.pdf,,76
6,"TG Rodrigues, K Suto, H Nishiyama…",Hybrid Method for Minimizing Service Delay in Edge Cloud Computing Through VM Migration and Transmission Power Control,2017,IEEE Transactions on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7636965/,"https://scholar.google.com/scholar?cites=3696540945406028243&as_sdt=2005&sciodt=0,5&hl=en&num=20",66
0,"O Debauche, S Mahmoudi, P Manneback, N Tadrist…",Improvement of battery life of iPhones Inertial Measurement Unit by using edge computing Application to cattle behavior,2017,,orbi.ulg.ac.be,https://orbi.ulg.ac.be/handle/2268/214307,,71
1,"Y Liu, C Xu, Y Zhan, Z Liu, J Guan, H Zhang",Incentive mechanism for computation offloading using edge computing: a Stackelberg game approach,2017,Computer Networks,Elsevier,http://www.sciencedirect.com/science/article/pii/S1389128617301068,"https://scholar.google.com/scholar?cites=1244837209692763158&as_sdt=2005&sciodt=0,5&hl=en&num=20",61
0,"I Petri, OF Rana, J Bignell, S Nepal…",Incentivising Resource Sharing in Edge Computing Applications,2017,… Conference on the …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-68066-8_16,,152
2,R Morabito,Inspecting the performance of low-power nodes during the execution of edge computing tasks,2017,"… & Networking Conference (CCNC), 2017 14th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7983097/,"https://scholar.google.com/scholar?cites=4880385309892424573&as_sdt=2005&sciodt=0,5&hl=en&num=20",36
0,"O Carvalho, M Garcia, E Roloff, ED Carreño…",IoT Workload Distribution Impact Between Edge and Cloud Computing in a Smart Grid Application,2017,… Performance Computing …,Springer,https://link.springer.com/chapter/10.1007/978-3-319-73353-1_14,,150
0,"Y TU, Z DONG, H YANG",Key Technologies and Application of Edge Computing,2017,ZTE COMMUNICATIONS,wwwen.zte.com.cn,http://wwwen.zte.com.cn/endata/magazine/ztecommunications/2017/2/articles/201706/P020170613304352524918.pdf,,135
0,"S Yi, Z Hao, Q Zhang, Q Zhang…",LAVEA: Latency-aware Video Analytics on Edge Computing Platform,2017,"… Systems (ICDCS), 2017 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7980238/,,160
0,"MH Mir, D Ravindran",LETISA: Latency optimal Edge computing Technique for IoT based Smart Applications,2017,,ijsrcseit.com,http://ijsrcseit.com/paper/CSEIT1724178.pdf,,124
9,"MP Hosseini, TX Tran, D Pompili…",Deep learning with edge computing for localization of epileptogenicity using multimodal rs-fMRI and EEG big data,2017,… Computing (ICAC) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8005336/,"https://scholar.google.com/scholar?cites=13399312203216806247&as_sdt=2005&sciodt=0,5&hl=en&num=20",2
101,"H Gupta, A Vahid Dastjerdi, SK Ghosh…","iFogSim: A toolkit for modeling and simulation of resource management techniques in the Internet of Things, Edge and Fog computing environments",2017,Software: Practice and …,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/spe.2509/full,"https://scholar.google.com/scholar?cites=7409776366019065473&as_sdt=2005&sciodt=0,5&hl=en&num=20",3
12,"B Confais, A Lebre, B Parrein",Performance Analysis of Object Store Systems in a Fog and Edge Computing Infrastructure,2017,Transactions on Large-Scale Data-and …,Springer,https://link.springer.com/chapter/10.1007/978-3-662-55696-2_2,"https://scholar.google.com/scholar?cites=6510227421572870711&as_sdt=2005&sciodt=0,5&hl=en&num=20",4
0,"K Portelli, C Anagnostopoulos",Leveraging Edge Computing through Collaborative Machine Learning,2017,,eprints.gla.ac.uk,http://eprints.gla.ac.uk/142024/,,117
11,"MS Elbamby, M Bennis, W Saad",Proactive edge computing in latency-constrained fog networks,2017,"… (EuCNC), 2017 European …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7980678/,"https://scholar.google.com/scholar?cites=15156499543703548093&as_sdt=2005&sciodt=0,5&hl=en&num=20",7
5,"WS Shi, H Sun, J Cao",Edge computing: an emerging computing model for the internet of everything era,2017,Journal of Computer Research and Development,,,"https://scholar.google.com/scholar?cites=10206622405465540870&as_sdt=2005&sciodt=0,5&hl=en&num=20",8
0,"DN Frydman, L Fite",Methods Circuits Devices Systems and Functionally Associated Computer Executable Code to Support Edge Computing on a Communication Network,2017,"US Patent 20,170,303,150",freepatentsonline.com,http://www.freepatentsonline.com/y2017/0303150.html,,151
8,"W Abdul, Z Ali, S Ghouzali, B Alfawaz…",Biometric security through visual encryption for fog edge computing,2017,IEEE …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7898372/,"https://scholar.google.com/scholar?cites=1046788824567613343&as_sdt=2005&sciodt=0,5&hl=en&num=20",14
3,"A Lebre, J Pastor, A Simonet…",Revising OpenStack to operate fog/edge computing infrastructures,2017,Cloud Engineering (IC2E …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7923796/,"https://scholar.google.com/scholar?cites=8778691514236385224&as_sdt=2005&sciodt=0,5&hl=en&num=20",15
0,"S Taherizadeh, AC Jones, I Taylor, Z Zhao…",Monitoring self-adaptive applications within edge computing frameworks: A state-of-the-art review,2017,Journal of Systems and …,Elsevier,https://www.sciencedirect.com/science/article/pii/S016412121730256X,,87
2,RM Pierson,How Does Fog Computing Differ from Edge Computing,2017,… /2016/08/05/fog-computing-different-edge-computing …,,,"https://scholar.google.com/scholar?cites=1017349037322924618&as_sdt=2005&sciodt=0,5&hl=en&num=20",19
2,E Oyekanlu,Predictive edge computing for time series of industrial IoT and large scale critical infrastructure based on open-source software analytic of big data,2017,"Big Data (Big Data), 2017 IEEE International …",ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8258103/,"https://scholar.google.com/scholar?cites=432958531346215805&as_sdt=2005&sciodt=0,5&hl=en&num=20",26
2,"E Oyekanlu, C Nelatury, A Fatade…",Edge computing for industrial IoT and the smart grid: Channel capacity for M2M communication over the power line,2017,IEEE 3rd Int'l …,researchgate.net,https://www.researchgate.net/profile/Emmanuel_Oyekanlu/publication/322862450_Edge_Computing_for_Industrial_IoT_and_the_Smart_Grid_Channel_Capacity_for_M2M_Communication_over_the_Power_Line/links/5a7e22d14585154d57d4f0ca/Edge-Computing-for-Industrial-IoT-and-the-Smart-Grid-Channel-Capacity-for-M2M-Communication-over-the-Power-Line.pdf,"https://scholar.google.com/scholar?cites=1665802606550003211&as_sdt=2005&sciodt=0,5&hl=en&num=20",28
2,"T Bahreini, D Grosu",Efficient placement of multi-component applications in edge computing systems,2017,… ACM/IEEE Symposium on Edge Computing,dl.acm.org,https://dl.acm.org/citation.cfm?id=3134454,"https://scholar.google.com/scholar?cites=2141818219361092742&as_sdt=2005&sciodt=0,5&hl=en&num=20",30
0,"D Loghin, L Ramapantulu…","On Understanding Time, Energy and Cost Performance of Wimpy Heterogeneous Systems for Edge Computing",2017,Edge Computing (EDGE) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8029250/,,194
5,"B Confais, A Lebre, B Parrein",An Object Store Service for a Fog/Edge Computing Infrastructure Based on IPFS and a Scale-Out NAS,2017,Fog and Edge Computing  …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8014358/,"https://scholar.google.com/scholar?cites=12628615402547867570&as_sdt=2005&sciodt=0,5&hl=en&num=20",32
2,"K Zhang, Y Mao, S Leng, S Maharjan, A Vinel…",Contract-theoretic approach for delay constrained offloading in vehicular edge computing networks,2017,Mobile Networks and …,Springer,https://link.springer.com/content/pdf/10.1007/s11036-018-1032-0.pdf,"https://scholar.google.com/scholar?cites=15196254471329427492&as_sdt=2005&sciodt=0,5&hl=en&num=20",33
2,"S Wang, M Zafer, KK Leung",Online Placement of Multi-Component Applications in Edge Computing Environments,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7847322/,"https://scholar.google.com/scholar?cites=4865828520613586352&as_sdt=2005&sciodt=0,5&hl=en&num=20",62
2,"M Chiang, W Shi",NSF workshop report on grand challenges in edge computing,2017,Tech. Rep.,,,"https://scholar.google.com/scholar?cites=9022130314009924007&as_sdt=2005&sciodt=0,5&hl=en&num=20",36
18,"AC Baktir, A Ozgovde, C Ersoy","How Can Edge Computing Benefit From Software-Defined Networking: A Survey, Use Cases, and Future Directions",2017,IEEE Communications Surveys …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7954011/,"https://scholar.google.com/scholar?cites=9291142681773180477&as_sdt=2005&sciodt=0,5&hl=en&num=20",37
1,"N Mir, S Loreto",Cloud and Edge Computing,2017,IEEE Communications Standards Magazine,ieeexplore.ieee.org,https://ieeexplore.ieee.org/abstract/document/8258597/,"https://scholar.google.com/scholar?cites=17687665048557182280&as_sdt=2005&sciodt=0,5&hl=en&num=20",40
1,G Fox,"Components and rationale of a big data toolkit spanning hpc, grid, edge and cloud computing",2017,… Conference on Utility and Cloud Computing,dl.acm.org,https://dl.acm.org/citation.cfm?id=3155012,"https://scholar.google.com/scholar?cites=9426335605275330534&as_sdt=2005&sciodt=0,5&hl=en&num=20",41
