Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,,
0,"X Zhao, L Zhao, K Liang",An Energy Consumption Oriented Offloading Algorithm for Fog Computing,2016,Networking for Quality Reliability Security and,Springer,https://link.springer.com/chapter/10.1007/978-3-319-60717-7_29,,,,,
1,"F Hosseinpour, P Vahdani Amoli, J Plosila,  ",An Intrusion Detection System for Fog Computing and IoT based Logistic Systems using a Smart Data Approach,2016,International Journal of,jyx.jyu.fi,https://jyx.jyu.fi/dspace/handle/123456789/54088,,,,,
45,"I Stojmenovic, S Wen, X Huang,  ",An overview of fog computing and its security issues,2016, Practice and Experience,Wiley Online Library,http://onlinelibrary.wiley.com/doi/10.1002/cpe.3485/full,,,,,
1,"F Guillemin, G Thompson",Analysis of a trunk reservation policy in the framework of fog computing,2016,arXiv preprint arXiv1604.03823,arxiv.org,https://arxiv.org/abs/1604.03823,,,,,
7,"C Fricker, F Guillemin, P Robert,  ",Analysis of an offloading scheme for data centers in the framework of fog computing,2016,Evaluation of Computing,dl.acm.org,http://dl.acm.org/citation.cfm?id=2950047,,,,,
13,"K Intharawijitr, K Iida, H Koga",Analysis of fog model considering computing and communication latency in 5G cellular networks,2016,Pervasive Computing and,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7457059/,,,,,
1,"HJ Hong, JC Chuang, CH Hsu",Animation Rendering on Multimedia Fog Computing Platforms,2016,Cloud Computing Technology,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7830701/,,,,,
4,"D Amendola, N Cordeschi,  ",Bandwidth management VMs live migration in wireless fog computing for 5G networks,2016,Cloudnet 2016 5th,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7776570/,,,,,
5,"PGV Naranjo, M Shojafar, L Vaca-Cardenas,  ",Big Data Over SmartGrid-A Fog Computing Perspective,2016,SOFTCOM,mshojafar.com,http://mshojafar.com/SOFTCOM2016.pdf,,,,,
11,"PGV Naranjo, M Shojafar…",Big data over smartgrid—A fog computing perspective,2016,Proceedings of the …,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/79b4/598be412896e2f61d75a6f8961dc184fdfd2.pdf,,,,,
4,"S Wang, X Huang, Y Liu, R Yu",CachinMobile: An energy-efficient users caching scheme for fog computing,2016,Communications in China,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7636852/,,,,,
6,"C Zuo, J Shao, G Wei, M Xie, M Ji",CCA-secure ABE with outsourced decryption for fog computing,2016,Future Generation Computer Systems,Elsevier,http://www.sciencedirect.com/science/article/pii/S0167739X16304745,,,,,
0,"MR Naeem, MU Khan, MT Shaikh,  ",CLOUD OF THINGS: SMART GATEWAY AND FOG COMPUTING BASED COMMUNICATION.,2016,Science,search.ebscohost.com,http://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=10135316&AN=117824275&h=DjKShERpdrPrhmHrQyE9oiHEi6IOyMT6zeXO8DupDVW1vt7pF%2BIWoZK%2BLbZGA1EobmcZJ%2FUbpW1QBRzA7RZ6kA%3D%3D&crl=c,,,,,
4,"A Rauniyar, P Engelstad, B Feng",Crowdsourcing-based disaster management using fog computing in internet of things paradigm,2016,and Internet Computing ,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7809745/,,,,,
0,EK Lee,Development of Crowd Monitoring and Informing System using Fog Computing Model,2016,International Journal of Multimedia and Ubiquitous,earticle.net,http://www.earticle.net/Article.aspx?sn=292335,,,,,
2,"V Subramanian, D Chan, AK Moghe, R Pan,  ",Dynamic coding for network traffic by fog computing node,2016,US Patent,Google Patents,https://www.google.com/patents/US9232433,,,,,
5,"HJ Hong, PH Tsai, CH Hsu",Dynamic module deployment in a fog computing platform,2016,Network Operations and,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7737202/,,,,,
14,"N Chen, Y Chen, Y You, H Ling, P Liang,  ",Dynamic urban surveillance video stream processing using fog computing,2016,Multimedia Big Data,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7545004/,,,,,
4,"R Brzoza-Woch, M Konieczny,  ",Embedded systems in the application of fog computing—Levee monitoring use case,2016,SIES 2016 11th,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7509437/,,,,,
1,"P Marie, T Desprats, S Chabridon,  ",Enabling self-configuration of QoC-centric fog computing entities,2016, Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7816888/,,,,,
1,"S Kitanov, T Janevski",Energy Efficiency of 5G Mobile Networks in Hybrid Fog and Cloud Computing Environment.,2016,RTACSIT,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/a425/57793407ee2a5babf644fc37ac9a8a979db7.pdf,,,,,
35,"MA Al Faruque, K Vatanparvar",Energy management-as-a-service over fog computing platform,2016,IEEE internet of things journal,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7217791/,,,,,
0,C Fiandrino,"Energy-efficient Communications in Cloud, Mobile Cloud and Fog Computing",2016,,orbilu.uni.lu,http://orbilu.uni.lu/handle/10993/28841,,,,,
0,"Y Zhao, Y Li, W Wang, X Yu, J Zhang,  ",Experimental Demonstration of VM Designation in Hybrid Cloud-Fog Computing with Software-Defined Optical Networking,2016,Asia,osapublishing.org,https://www.osapublishing.org/abstract.cfm?uri=ACPC-2016-AS3D.5,,,,,
11,"A Monteiro, H Dubey, L Mahler, Q Yang,  ",Fit: A fog computing device for speech tele-treatments,2016,Smart Computing ,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7501692/,,,,,
0,R Elahi,Fog Computing and Its Ecosystem,2016,,usenix.org,https://www.usenix.org/conference/fast16/technical-sessions/presentation/elahi,,,,,
3,"L Prieto González, L Prieto González,  ",Fog computing architectures for healthcare: wireless performance and semantic opportunities,2016,and Ethics in,emeraldinsight.com,http://www.emeraldinsight.com/doi/abs/10.1108/JICES-05-2016-0014,,,,,
0,"S Kitanov, T Janevski",Fog Computing as a Support for 5G Network,2016,of Emerging Research and Solutions in,eprints.fikt.edu.mk,http://eprints.fikt.edu.mk/175/,,,,,
6,"W Steiner, S Poledna",Fog computing as enabler for the Industrial Internet of Things,2016,e  i Elektrotechnik und Informationstechnik,Springer,http://link.springer.com/article/10.1007/s00502-016-0438-2,,,,,
1,"BN YIN, Y AI, MG PENG","Fog computing based radio access networks: architecture, principles and challenges",2016,Telecommunications Science,,,,,,,
11,"S Ningning, G Chao, A Xingshuo,  ",Fog computing dynamic load balancing mechanism based on graph repartitioning,2016,China,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7445510/,,,,,
11,"K Kai, W Cong, L Tao","Fog computing for vehicular Ad-hoc networks: paradigms, scenarios, and issues",2016,The Journal of China Universities of Posts and,Elsevier,http://www.sciencedirect.com/science/article/pii/S1005888516600213,,,,,
0,"H Gupta, S Chakraborty, SK Ghosh, R Buyya",Fog Computing in 5G Networks: An Application Perspective,2016,,cloudbus.org,http://www.cloudbus.org/papers/Fog5GChapter.pdf,,,,,
8,"H Zhang, Y Xiao, S Bu, D Niyato,  ",Fog computing in multi-tier data center networks: A hierarchical game approach,2016,ICC 2016 IEEE,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7511146/,,,,,
44,"F Jalali, K Hinton, R Ayre, T Alpcan,  ",Fog computing may help to save energy in cloud computing,2016,IEEE Journal on,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7439752/,,,,,
1,"YCP Chang, S Chen, TJ Wang,  ",Fog Computing Node System Software Architecture and Potential Applications for NB-IoT Industry,2016,Symposium ICS 2016,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7858572/,,,,,
0,A Doshi,Fog Computing on a Network of Mobile Devices,2016,,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/078b/4856d524cd3b9135bbaef1bb3ca317d71edc.pdf,,,,,
3,EH Butterfield,Fog Computing with Go: A Comparative Study,2016,,scholarship.claremont.edu,http://scholarship.claremont.edu/cmc_theses/1348/,,,,,
2,D Greenfield,Fog Computing vs. Edge Computing: What's the Difference,2016,,,,,,,,
3,E Borcoci,"Fog Computing, Mobile Edge Computing, Cloudlets which one?",2016,SoftNet Conference,,,,,,,
0,"UA Deshmukh, SA More",Fog computing: a new approach in the world of cloud computing,2016,INSTRUCTIONAL TECHNOLOGY,itdl.org,http://itdl.org/Journal/Sep_16/Sep16.pdf#page=53,,,,,
3,J McKendrick,Fog Computing: a New IoT Architecture,2016,RT Insight,,,,,,,
0,"MA Nadeem, MA Saeed",Fog computing: An emerging paradigm,2016,Innovative Computing Technology,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7845043/,,,,,
2,"P Kumar, N Zaidi, T Choudhury",Fog computing: Common security issues and proposed countermeasures,2016,System Modeling ,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7894541/,,,,,
1,"MT Dong, X Zhou",Fog Computing: Comprehensive Approach for Security Data Theft Attack Using Elliptic Curve Cryptography and Decoy Technology,2016,Open Access Library Journal,pdfs.semanticscholar.org,https://pdfs.semanticscholar.org/f730/557202975858a834082d0e0da888e966d12f.pdf,,,,,
2,"NM Gonzalez, WA Goya,  ",Fog computing: Data analytics and cloud distributed processing on the network edges,2016,SCCC 2016 35th,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7836028/,,,,,
0,"A Jain, P Singhal",Fog computing: Driving force behind the emergence of edge computing,2016,System Modeling  Advancement in,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7894538/,,,,,
62,"AV Dastjerdi, R Buyya",Fog computing: Helping the Internet of Things realize its potential,2016,Computer,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7543455/,,,,,
5,"AV Dastjerdi, H Gupta, RN Calheiros, SK Ghosh…",Fog Computing: Principals,2016,"… , and Applications. arXiv …",,,,,,,
41,"AV Dastjerdi, H Gupta, RN Calheiros, SK Ghosh,  ","Fog computing: Principles, architectures, and applications",2016,arXiv preprint arXiv,arxiv.org,https://arxiv.org/abs/1601.02752,,,,,
0,"AB Shah, J Kannan, DU Shah, SB Ware,  ",Fog Computing: Securing the cloud and preventing insider attacks in the cloud.,2016,Fog,ijecs.in,https://www.ijecs.in/issue/v5-i3/24%20ijecs.pdf,,,,,
0,"S Balamurugan, L Jeevitha, A Anupriya, RGK Shanker","Fog Computing: Synergizing Cloud, Big Data and IoT-Strengths, Weaknesses, Opportunities and Threats (SWOT) Analysis",2016,Fog,irjet.net,https://www.irjet.net/archives/V3/i10/IRJET-V3I10135.pdf,,,,,
26,"M Aazam, EN Huh",Fog computing: The cloud-iot/ioe middleware paradigm,2016,IEEE Potentials,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7466912/,,,,,
33,"M Aazam, EN Huh",Fog computing: The cloud-iot\/ioe middleware paradigm,2016,IEEE Potentials,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7466912/,,,,,
0,"A Olofsson, H Sjöman",Fog computing-moving services in the fog based on client location,2016,,diva-portal.org,http://www.diva-portal.org/smash/record.jsf?pid=diva2:956181,,,,,
95,"M Peng, S Yan, K Zhang, C Wang",Fog-computing-based radio access networks: issues and challenges,2016,IEEE Network,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7513863/,,,,,
7,"RK Barik, H Dubey, AB Samaddar,  ",FogGIS: Fog Computing for geospatial big data analytics,2016,UPCON 2016 IEEE,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7894725/,,,,,
24,"X Masip-Bruin, E Marín-Tordera,  ",Foggy clouds and cloudy fogs: a real need for coordinated management of fog-to-cloud computing systems,2016,IEEE Wireless,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7721750/,,,,,
2,"X Masip-Bruin, E Marín-Tordera,  ",Fog-to-cloud Computing (F2C): The key technology enabler for dependable e-health services deployment,2016,Ad Hoc Networking,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7528425/,,,,,
1,"B Zaghdoudi, HKB Ayed, W Harizi",Generic Access Control System for Ad Hoc MCC and Fog Computing,2016,International Conference on,Springer,http://link.springer.com/chapter/10.1007/978-3-319-48965-0_24,,,,,
3,"MSH Nazmudeen, AT Wan,  ",Improved throughput for power line communication (plc) for smart meters using fog computing based data aggregation approach,2016,Smart Cities Conference,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7580841/,,,,,
7,"F Jalali, A Vishwanath, J de Hoog,  ",Interconnecting Fog computing and microgrids for greening IoT,2016,Innovative Smart Grid,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7796469/,,,,,
2,"H Kopetz, S Poledna",In-vehicle real-time fog computing,2016,Workshop 2016 46th Annual IEEEIFIP,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7575369/,,,,,
0,"AA Alsaffar, XQ Pham, TTK Loan, NQ Thai,  ",IoT Services Delegation and Management Architecture Based on Application Types in Fog Computing,2016, ,dbpia.co.kr,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE07017908,,,,,
21,"D Zeng, L Gu, S Guo, Z Cheng,  ",Joint optimization of task scheduling and image placement in fog computing supported software-defined embedded system,2016,IEEE Transactions on,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7422054/,,,,,
1,"I Azimi, A Anzanpour, AM Rahmani,  ",Medical warning system based on Internet of Things using fog computing,2016,Big Data and,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7872884/,,,,,
4,"M Liyanage, C Chang,  ",mePaaS: mobile-embedded platform as a service for distributing fog computing to edge nodes,2016,and Distributed Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7943335/,,,,,
36,"R Roman, J Lopez, M Mambo","Mobile edge computing, fog et al.: A survey and analysis of security threats and challenges",2016,Future Generation Computer Systems,Elsevier,http://www.sciencedirect.com/science/article/pii/S0167739X16305635,,,,,
0,"S Singh, YC Chiu, YH Tsai,  ",Mobile Edge Fog Computing in 5G Era: Architecture and Implementation,2016,Symposium ICS 2016,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7858573/,,,,,
0,"D Parygin, N Nikitsky, V Kamaev,  ",Multi-agent approach to distributed processing big sensor data based on fog computing model for the monitoring of the urban infrastructure systems,2016,System Modeling ,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7894540/,,,,,
0,"NK Giang, V Leung, R Lea",On Developing Smart Transportation Applications in Fog Computing Paradigm,2016,Proceedings of the 6th ACM Symposium on,dl.acm.org,http://dl.acm.org/citation.cfm?id=2989286,,,,,
5,"R Bruschi, P Lago, G Lamanna,  ",Openvolcano: An open-source software platform for fog computing,2016,Congress ITC 28,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7810731/,,,,,
0,"Y Zhao, X Wang, J Zhang,  ",Optical networking for hybrid computing combining cloud and fog,2016,Progress in,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7735781/,,,,,
1,"P Guo, B Lin, X Li, R He, S Li",Optimal Deployment and Dimensioning of Fog Computing Supported Vehicular Network,2016,TrustcomBigDataSEI SPA,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7847198/,,,,,
40,"R Deng, R Lu, C Lai, TH Luan,  ",Optimal workload allocation in fog-cloud computing toward balanced delay and power consumption,2016,IEEE Internet of Things,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7467406/,,,,,
7,"M Slabicki, K Grochla","Performance evaluation of CoAP, SNMP and NETCONF protocols in fog computing architecture",2016,Network Operations and Management,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7503010/,,,,,
0,"J Pizo?, J Lipski",Perspectives for Fog Computing in Manufacturing,2016,Applied Computer Science,infona.pl,https://www.infona.pl/resource/bwmeta1.element.baztech-66111ebf-ce15-4ce9-8a15-19e7e8c2b90e,,,,,
0,"JKK Zao, TT Gan, CK You, SJR Mendez,  ",Pervasive Neuroimaging with Fog Computing and Linked Data,2016,Computer,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7858570/,,,,,
3,"A Majd, G Sahebi, M Daneshtalab,  ",Placement of Smart Mobile Access Points in Wireless Sensor Networks and Cyber-Physical Systems using Fog Computing,2016, Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7816908/,,,,,
0,"S Soo, C Chang, SN Srirama",Proactive Service Discovery in Fog Computing Using Mobile Ad Hoc Social Network in Proximity,2016, and IEEE Green Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7917154/,,,,,
2,"E Eriksson, G Dan, V Fodor",Radio and Computational Resource Management for Fog Computing Enabled Wireless Camera Networks,2016,Globecom Workshops GC,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7849015/,,,,,
3,"M Verma, N Bhardwaj, AK Yadav",Real Time Efficient Scheduling Algorithm for Load Balancing in Fog Computing Environment,2016,International Journal of,mecs-press.org,http://www.mecs-press.org/ijitcs/ijitcs-v8-n4/v8n4-1.html,,,,,
1,"CY Huang, K Xu",Reliable realtime streaming in vehicular cloud-fog computing networks,2016,in China ICCC 2016 IEEECIC,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7636838/,,,,,
