Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,,
5,"Y Jararweh, M Alsmirat, M Al-Ayyoub, E Benkhelifa, ...",Software-defined system support for enabling ubiquitous mobile edge computing,2017,,academic.oup.com,https://academic.oup.com/comjnl/article/3051824,"https://scholar.google.com/scholar?cites=4312478448126027957&as_sdt=2005&sciodt=0,5&hl=en&num=20",73,,
2,"N Ansari, X Sun",Mobile edge computing empowers Internet of Things,2017,IEICE Transactions on Communications,jstage.jst.go.jp,https://www.jstage.jst.go.jp/article/transcom/advpub/0/advpub_2017NRI0001/_article/-char/ja/,"https://scholar.google.com/scholar?cites=7659501445320974233&as_sdt=2005&sciodt=0,5&hl=en&num=20",75,,
2,"Y He, FR Yu, N Zhao, VCM Leung, H Yin",Software-defined networks with mobile edge computing and caching for smart cities: A big data deep reinforcement learning approach,2017,IEEE Commun. Mag,,,"https://scholar.google.com/scholar?cites=4192417151565721064&as_sdt=2005&sciodt=0,5&hl=en&num=20",82,,
1,"TX Tran, MP Hosseini, D Pompili",Mobile edge computing: Recent efforts and five key research directions,2017,MMTC Communications-Frontiers,rci.rutgers.edu,http://www.rci.rutgers.edu/~mh973/frontiers.pdf,"https://scholar.google.com/scholar?cites=91711209577066822&as_sdt=2005&sciodt=0,5&hl=en&num=20",89,,
1,"L Foschini, M Girolami",Human-enabled Edge Computing: When Mobile Crowd-Sensing meets Mobile Edge Computing,2017,MMTC Communications …,mmc.committees.comsoc.org,http://mmc.committees.comsoc.org/files/2015/08/MMTC_Communication_Frontier_July_2017_singlecolumn_v1.pdf#page=24,"https://scholar.google.com/scholar?cites=14785786323104149683&as_sdt=2005&sciodt=0,5&hl=en&num=20",91,,
1,"L Liu, Z Chang, X Guo, ...",Multi-objective optimization for computation offloading in mobile-edge computing,2017,"… (ISCC), 2017 IEEE …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8024630/,"https://scholar.google.com/scholar?cites=8651446340231493727&as_sdt=2005&sciodt=0,5&hl=en&num=20",94,,
1,"S Barbarossa, E Ceci, M Merluzzi, ...",Enabling effective Mobile Edge Computing using millimeterwave links,2017,Communications …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7962685/,"https://scholar.google.com/scholar?cites=1321800484328735366&as_sdt=2005&sciodt=0,5&hl=en&num=20",97,,
1,"D Grewe, M Wagner, M Arumaithurai, I Psaras, ...",Information-Centric Mobile Edge Computing for Connected Vehicle Environments: Challenges and Research Directions,2017,… on Mobile Edge …,dl.acm.org,http://dl.acm.org/citation.cfm?id=3098210,"https://scholar.google.com/scholar?cites=16039197343189940871&as_sdt=2005&sciodt=0,5&hl=en&num=20",98,,
1,"K Dolui, SK Datta","Comparison of edge computing implementations: Fog computing, cloudlet and mobile edge computing",2017,Global Internet of Things Summit (GIoTS) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8016213/,"https://scholar.google.com/scholar?cites=5377239102917471456&as_sdt=2005&sciodt=0,5&hl=en&num=20",99,,
1,"H Trinh, D Chemodanov, S Yao, Q Lei, ...",Energy-aware Mobile Edge Computing for Low-Latency Visual Data Processing,2017,proc. of IEEE …,faculty.missouri.edu,http://faculty.missouri.edu/calyamp/publications/energy-perf-mec-ficloud17.pdf,"https://scholar.google.com/scholar?cites=18032762857247338563&as_sdt=2005&sciodt=0,5&hl=en&num=20",100,,
1,"S Salsano, L Chiaraviglio, ...",Toward superfluid deployment of virtual functions: Exploiting mobile edge computing for video streaming,2017,… Congress (ITC 29) …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8065710/,"https://scholar.google.com/scholar?cites=13351769192316550228&as_sdt=2005&sciodt=0,5&hl=en&num=20",101,,
1,F Wang,Computation rate maximization for wireless powered mobile edge computing,2017,arXiv preprint arXiv:1707.05276,arxiv.org,https://arxiv.org/abs/1707.05276,"https://scholar.google.com/scholar?cites=16063054293038460919&as_sdt=2005&sciodt=0,5&hl=en&num=20",103,,
1,"Y Li, Y Chen, T Lan, ...",MobiQoR: Pushing the envelope of mobile edge computing via quality-of-result optimization,2017,Distributed Computing …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7980066/,"https://scholar.google.com/scholar?cites=7452533670133857009&as_sdt=2005&sciodt=0,5&hl=en&num=20",104,,
6,"F Wang, J Xu, X Wang, S Cui",Joint offloading and computing optimization in wireless powered mobile-edge computing systems,2017,arXiv preprint arXiv:1702.00606,arxiv.org,https://arxiv.org/abs/1702.00606,"https://scholar.google.com/scholar?cites=6072970904951370390&as_sdt=2005&sciodt=0,5&hl=en&num=20",105,,
1,"X Xu, J Liu, X Tao",Mobile Edge Computing Enhanced Adaptive Bitrate Video Delivery With Joint Cache and Radio Resource Allocation,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8010284/,"https://scholar.google.com/scholar?cites=7538541056714187449&as_sdt=2005&sciodt=0,5&hl=en&num=20",106,,
1,"A Rahman, E Hassanain, MS Hossain",Towards a secure mobile edge computing framework for Hajj,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7950898/,"https://scholar.google.com/scholar?cites=18205917759088937804&as_sdt=2005&sciodt=0,5&hl=en&num=20",107,,
1,"H Zhang, F Guo, H Ji, C Zhu",Combinational auction-based service provider selection in mobile edge computing networks,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7967816/,"https://scholar.google.com/scholar?cites=10839178840691171463&as_sdt=2005&sciodt=0,5&hl=en&num=20",108,,
1,"Z Becvar, M Rohlik, P Mach, M Vondra, ...",Distributed Architecture of 5G Mobile Networks for Efficient Computation Management in Mobile Edge Computing,2017,5G Radio Access …,books.google.com,https://books.google.com/books?hl=en&lr=&id=7GxdDgAAQBAJ&oi=fnd&pg=PA29&dq=+Mobile+Edge+Computing&ots=j8c5Y73FPX&sig=laCUQIu1iavxNKLf-YQVvKlZ2gA,"https://scholar.google.com/scholar?cites=17339370520521149980&as_sdt=2005&sciodt=0,5&hl=en&num=20",109,,
1,"JLD Neto, SY Yu, D Macedo, JMS Nogueira, R Langar, ...",ULOOF: a User Level Online Offloading Framework for Mobile Edge Computing,2017,,hal.upmc.fr,http://hal.upmc.fr/hal-01547036,"https://scholar.google.com/scholar?cites=11183198540231776231&as_sdt=2005&sciodt=0,5&hl=en&num=20",111,,
1,"X Lyu, W Ni, H Tian, RP Liu, X Wang, ...",Optimal schedule of mobile edge computing for Internet of Things using partial information,2017,IEEE Journal on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8063331/,"https://scholar.google.com/scholar?cites=4368152773986297942&as_sdt=2005&sciodt=0,5&hl=en&num=20",112,,
1,"TX Tran, A Hajisami, P Pandey, D Pompili","Collaborative mobile edge computing in 5G networks: New paradigms, scenarios, and challenges. Electr. prepr., 7 p., Apr. 11, 2017",2017,,,,"https://scholar.google.com/scholar?cites=13300688486658457830&as_sdt=2005&sciodt=0,5&hl=en&num=20",113,,
3,"Y Mao, J Zhang, SH Song, KB Letaief",Stochastic joint radio and computational resource management for multi-user mobile-edge computing systems,2017,arXiv preprint arXiv:1702.00892,arxiv.org,https://arxiv.org/abs/1702.00892,"https://scholar.google.com/scholar?cites=2675599838839578660&as_sdt=2005&sciodt=0,5&hl=en&num=20",117,,
1,"N Abbas, Y Zhang, A Taherkordi, ...",Mobile edge computing: A survey,2017,IEEE Internet of Things …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8030322/,"https://scholar.google.com/scholar?cites=15021073359240898908&as_sdt=2005&sciodt=0,5&hl=en&num=20",118,,
3,"TQ Dinh, J Tang, QD La, ...",Offloading in Mobile Edge Computing: Task Allocation and Computational Frequency Scaling,2017,IEEE Transactions on …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7914660/,"https://scholar.google.com/scholar?cites=10837957782864541159&as_sdt=2005&sciodt=0,5&hl=en&num=20",119,,
1,"X Tao, K Ota, M Dong, H Qi, K Li",Performance guaranteed computation offloading for mobile-edge cloud computing,2017,IEEE Wireless …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8012520/,"https://scholar.google.com/scholar?cites=4919652556757317919&as_sdt=2005&sciodt=0,5&hl=en&num=20",120,,
1,"NC Luong, Z Xiong, P Wang, D Niyato",Optimal Auction For Edge Computing Resource Management in Mobile Blockchain Networks: A Deep Learning Approach,2017,arXiv preprint arXiv:1711.02844,arxiv.org,https://arxiv.org/abs/1711.02844,"https://scholar.google.com/scholar?cites=16792605352712796599&as_sdt=2005&sciodt=0,5&hl=en&num=20",123,,
1,"Z Xiong, S Feng, D Niyato, P Wang, Z Han",Optimal Pricing-Based Edge Computing Resource Management in Mobile Blockchain,2017,arXiv preprint arXiv …,arxiv.org,https://arxiv.org/abs/1711.01049,"https://scholar.google.com/scholar?cites=8925621952971235774&as_sdt=2005&sciodt=0,5&hl=en&num=20",124,,
0,P Corcoran,"Mobile-Edge Computing and Internet of Things for Consumers: Part II: Energy efficiency, connectivity, and economic development",2017,IEEE Consumer Electronics Magazine,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7786815/,,125,,
2,"TX Tran, D Pompili",Joint Task Offloading and Resource Allocation for Multi-Server Mobile-Edge Computing Networks,2017,arXiv preprint arXiv:1705.00704,arxiv.org,https://arxiv.org/abs/1705.00704,"https://scholar.google.com/scholar?cites=11963744463765446913&as_sdt=2005&sciodt=0,5&hl=en&num=20",129,,
0,"B Blanco, I Taboada, JO Fajardo, ...",A Robust Optimization Based Energy-Aware Virtual Network Function Placement Proposal for Small Cell 5G Networks with Mobile Edge Computing Capabilities,2017,Mobile Information Systems,hindawi.com,https://www.hindawi.com/journals/misy/2017/2603410/abs/,,131,,
0,"P Qian, N Wang, BH Oh, C Ge, R Tafazolli",Optimization of Webpage Downloading Performance with Content-aware Mobile Edge Computing,2017,… Workshop on Mobile Edge …,dl.acm.org,http://dl.acm.org/citation.cfm?id=3098214,,132,,
2,"J Xu, L Chen, S Ren",Online Learning for Offloading and Autoscaling in Energy Harvesting Mobile Edge Computing,2017,arXiv preprint arXiv:1703.06060,arxiv.org,https://arxiv.org/abs/1703.06060,"https://scholar.google.com/scholar?cites=14692706636041916474&as_sdt=2005&sciodt=0,5&hl=en&num=20",133,,
0,"A Carrega, M Repetto, P Gouvas, ...",A Middleware for Mobile Edge Computing,2017,… Cloud Computing,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8066002/,,134,,
0,"X Yang, Z Chen, K Li, Y Sun, H Zheng",Optimal Task Scheduling in Communication-Constrained Mobile Edge Computing Systems for Wireless Virtual Reality,2017,arXiv preprint arXiv:1708.00606,arxiv.org,https://arxiv.org/abs/1708.00606,,135,,
0,"Y Ito, H Koga, K Iida",A bandwidth allocation scheme to meet flow requirements in mobile edge computing,2017,"Cloud Networking (CloudNet), 2017 IEEE …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8071541/,,136,,
0,"TQ Dinh, J Tang, QD La, ...",Adaptive Computation Scaling and Task Offloading in Mobile Edge Computing,2017,"… Conference (WCNC), 2017 …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7925612/,,137,,
0,"M Habib ur Rehman, PP Jayaraman, ...",RedEdge: A Novel Architecture for Big Data Processing in Mobile Edge Computing Environments,2017,Journal of Sensor and …,mdpi.com,http://www.mdpi.com/2224-2708/6/3/17/htm,,138,,
0,"CK Tham, R Chattopadhyay",A load balancing scheme for sensing and analytics on a mobile edge computing network,2017,"A World of Wireless, Mobile and …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7974307/,,139,,
0,"L Li, Y Li, R Hou",A Novel Mobile Edge Computing-Based Architecture for Future Cellular Vehicular Networks,2017,Wireless Communications and Networking …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7925830/,,140,,
0,"TN Dang, CS Hong",A Non-convex ADMM Approach for Data Offloading in Mobile Edge Computing,2017,??????? ???????,networking.khu.ac.kr,http://networking.khu.ac.kr/xe/layouts/net/publications/data/KCC2017/A%20Non-convex%20ADMM%20Approach%20for%20Data%20Offloading%20in%20Mobile%20Edge%20Computing.pdf,,141,,
0,"X Chen, Q Shi, Y Cai, M Zhao, M Zhao",Joint Cooperative Computation and Interactive Communication for Relay-Assisted Mobile Edge Computing,2017,arXiv preprint arXiv:1710.11420,arxiv.org,https://arxiv.org/abs/1710.11420,,143,,
0,"E Pencheva, I Atanasov, K Kassev, ...",Location service in mobile edge computing,2017,Ubiquitous and Future …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7993865/,,144,,
0,"Z Luo, M LiWang, Z Lin, L Huang, X Du, M Guizani",Energy-Efficient Caching for Mobile Edge Computing in 5G Networks,2017,Applied Sciences,mdpi.com,http://www.mdpi.com/2076-3417/7/6/557/htm,,145,,
0,"X Zhu, J Li, Z Liu, F Yang",Location deployment of depots and resource relocation for connected car-sharing systems through mobile edge computing,2017,International Journal of …,journals.sagepub.com,http://journals.sagepub.com/doi/abs/10.1177/1550147717711621,,146,,
0,"S Ranadheera, S Maghsudi, E Hossain",Computation Offloading and Activation of Mobile Edge Computing Servers: A Minority Game,2017,arXiv preprint arXiv:1710.05499,arxiv.org,https://arxiv.org/abs/1710.05499,,149,,
3,"A Reiter, B Prünster, T Zefferer",Hybrid Mobile Edge Computing: Unleashing the Full Potential of Edge Computing in Mobile Device Use Cases,2017,"… on Cluster, Cloud and Grid Computing",dl.acm.org,http://dl.acm.org/citation.cfm?id=3101257,"https://scholar.google.com/scholar?cites=16533171058709923122&as_sdt=2005&sciodt=0,5&hl=en&num=20",150,,
0,"J Al-Badarneh, Y Jararweh, M Al-Ayyoub, ...",Software Defined Storage for cooperative Mobile Edge Computing systems,2017,"… (SDS), 2017 Fourth …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7939160/,,154,,
0,"X Chen, L Pu, L Gao, W Wu, D Wu",Exploiting Massive D2D Collaboration for Energy-Efficient Mobile Edge Computing,2017,arXiv preprint arXiv:1703.10340,arxiv.org,https://arxiv.org/abs/1703.10340,,155,,
0,"M Le, Z Song, YW Kwon, ...",Reliable and efficient mobile edge computing in highly dynamic and volatile environments,2017,… Mobile Edge Computing  …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7946417/,,157,,
2,"P Zhao, H Tian, C Qin, G Nie",Energy-Saving Offloading by Jointly Allocating Radio and Computational Resources for Mobile Edge Computing,2017,IEEE Access,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7938331/,"https://scholar.google.com/scholar?cites=17817460155626937981&as_sdt=2005&sciodt=0,5&hl=en&num=20",158,,
0,"A Ndikumana, S Ullah, T LeAnh, ...",Collaborative cache allocation and computation offloading in mobile edge computing,2017,"… APNOMS), 2017 19th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8094149/,,159,,
0,"Y Chen, Y Zhang, S Maharjan",Deep Learning for Secure Mobile Edge Computing,2017,arXiv preprint arXiv:1709.08025,arxiv.org,https://arxiv.org/abs/1709.08025,,160,,
0,"PS Khodashenas, C Ruiz, MS Siddiqui, ...",The role of Edge Computing in future 5G mobile networks: concept and challenges,2017,… and Fog Computing …,researchgate.net,https://www.researchgate.net/profile/Pouria_Sayyad_Khodashenas/publication/310279556_The_role_of_Edge_Computing_in_future_5G_mobile_networks_concept_and_challenges/links/586062d208ae329d61fadc51/The-role-of-Edge-Computing-in-future-5G-mobile-networks-concept-and-challenges.pdf,,161,,
0,"K Zhang, Y Mao, S Leng, Y He, ...",MOBILE-EDGE COMPUTING FOR VEHICULAR NETWORKS A Promising Network Paradigm with Predictive Off-Loading,2017,IEEE …,IEEE-INST ELECTRICAL …,,,162,,
0,"Y Zhou, FR Yu, J Chen, Y Kuo",Information-Centric Wireless Networks with Mobile Edge Computing,2017,arXiv preprint arXiv:1706.09541,arxiv.org,https://arxiv.org/abs/1706.09541,,163,,
0,"K Sato, T Fujii",Radio Environment Aware Computation Offloading with Multiple Mobile Edge Computing Servers,2017,Wireless Communications and Networking …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7919110/,,165,,
0,VS Shah,Deterministic consumer applications enabled Policy Architecture of Mobile Edge Computing ecosystem,2017,Computing and Communication Workshop and …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7868441/,,167,,
0,"J Xu, H Wu, L Chen, C Shen",Online Geographical Load Balancing for Energy-Harvesting Mobile Edge Computing,2017,arXiv preprint arXiv:1704.00107,arxiv.org,https://arxiv.org/abs/1704.00107,,168,,
0,"Y Yu, X Li, C Qian",SDLB: A Scalable and Dynamic Software Load Balancer for Fog and Mobile Edge Computing,2017,Proceedings of the Workshop on Mobile Edge …,dl.acm.org,http://dl.acm.org/citation.cfm?id=3098218,,169,,
0,"W Wang, Y Zhao, M Tornatore, A Gupta, ...",Virtual machine placement and workload assignment for mobile edge computing,2017,"… ), 2017 IEEE 6th …",ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/8071527/,,170,,
0,"K Ko, Y Son, S Kim, Y Lee",DisCO: A distributed and concurrent offloading framework for mobile edge cloud computing,2017,Ubiquitous and Future Networks …,ieeexplore.ieee.org,http://ieeexplore.ieee.org/abstract/document/7993896/,,171,,
